INDEX YEAR MN HR RH NO1 MWS W1 W2 W3 W4 NO2 N NE E SE S SW W NW CA VA NO3
43110 1993  4 3 75.00000 30  5.000000 0.00000000  0.00000000 28.00000  2.000000 30  8  7  2  5  3  0  0  3  2  0 30
43110 1993  5 3 75.00000 31  4.400000 0.00000000  0.00000000 26.00000  5.000000 31  7  1  1  3  4  2  2  6  5  0 31
43110 1993  6 3 85.00000 30  5.200000 0.00000000  0.00000000 27.00000  3.000000 30  4  1  2  4  1  6  4  5  3  0 30
43110 1993  7 3 89.00000 31  6.200000 0.00000000  0.00000000 29.00000  2.000000 31  0  0  2  2  2  5 15  3  2  0 31
43110 1993  8 3 89.00000 31  5.000000 0.00000000  0.00000000 29.00000  2.000000 31  0  3  1  2  1  3 15  4  2  0 31
43110 1993  9 3 91.00000 30  3.400000 0.00000000  0.00000000 25.00000  5.000000 30  3  1  4  5  3  2  4  3  5  0 30
43110 1993 10 3 83.00000 31  3.000000 0.00000000  0.00000000 25.00000  6.000000 31  3  1  8 11  2  0  0  0  6  0 31
43110 1993 11 3 55.00000 30  6.400000 0.00000000  1.00000000 26.00000  3.000000 30  0  4 12  7  3  1  0  0  3  0 30
43110 1993 12 3 50.00000 31  5.400000 0.00000000  0.00000000 31.00000  0.000000 31  0  2 18 10  1  0  0  0  0  0 31
43110 1994  1 3 61.00000 31  4.300000 0.00000000  0.00000000 31.00000  0.000000 31  1  4 14 10  1  0  1  0  0  0 31
43110 1994  2 3 59.00000 28  3.900000 0.00000000  0.00000000 26.00000  2.000000 28  1 12  6  5  1  0  0  1  2  0 28
43110 1994  3 3 78.00000 31  2.900000 0.00000000  0.00000000 23.00000  8.000000 31  0  3  2 11  4  1  0  2  8  0 31
43110 1994  4 3 71.00000 30  4.800000 0.00000000  0.00000000 28.00000  2.000000 30  7  5  2  3  1  0  1  9  2  0 30
43110 1994  5 3 73.00000 31  4.000000 0.00000000  0.00000000 28.00000  3.000000 31  9  3  2  1  4  1  3  5  3  0 31
43110 1994  6 3 87.00000 30  8.100000 0.00000000  0.00000000 30.00000  0.000000 30  2  1  0  5  3  7 10  2  0  0 30
43110 1994  7 3 89.00000 31  7.800000 0.00000000  1.00000000 29.00000  1.000000 31  0  0  0  0  0  7 20  3  1  0 31
43110 1994  8 3 87.00000 31  6.300000 0.00000000  0.00000000 31.00000  0.000000 31  1  0  0  0  1  4 20  5  0  0 31
43110 1994  9 3 86.00000 30  4.600000 0.00000000  0.00000000 28.00000  2.000000 30  1  1  2  9  4  4  6  1  2  0 30
43110 1994 10 3 79.00000 31  3.000000 0.00000000  0.00000000 28.00000  3.000000 31  0  1  9 14  3  1  0  0  3  0 31
43110 1994 11 3 56.00000 30  6.500000 0.00000000  1.00000000 27.00000  2.000000 30  0  1 17  9  1  0  0  0  2  0 30
43110 1994 12 3 54.00000 31  5.800000 0.00000000  0.00000000 27.00000  4.000000 31  0  3 12 12  0  0  0  0  4  0 31
43110 1995  1 3 58.00000 31  5.100000 0.00000000  0.00000000 30.00000  1.000000 31  2  3 19  6  0  0  0  0  1  0 31
43110 1995  2 3 68.00000 28  3.300000 0.00000000  0.00000000 22.00000  6.000000 28  4  2  7  8  0  0  0  1  6  0 28
43110 1995  3 3 64.00000 31  4.100000 0.00000000  0.00000000 26.00000  5.000000 31  5 10  3  3  1  0  0  4  5  0 31
43110 1995  4 3 75.00000 30  4.900000 0.00000000  0.00000000 29.00000  1.000000 30  8  5  2  7  2  0  1  4  1  0 30
43110 1995  5 3 70.00000 31  5.600000 0.00000000  0.00000000 31.00000  0.000000 31  1  5  2  3  1  3  9  7  0  0 31
43110 1995  6 3 83.00000 30  4.100000 0.00000000  0.00000000 26.00000  4.000000 30  0  0  1  5  5  3  4  8  4  0 30
43110 1995  7 3 91.00000 31  6.100000 0.00000000  0.00000000 28.00000  3.000000 31  1  0  0  5  3  5 12  2  3  0 31
43110 1995  8 3 87.00000 31  5.200000 0.00000000  1.00000000 27.00000  3.000000 31  2  3  2  5  2  1 11  2  3  0 31
43110 1995  9 3 89.00000 30  4.200000 0.00000000  0.00000000 27.00000  3.000000 30  5  2  1  8  4  2  4  1  3  0 30
43110 1995 10 3 78.00000 31  4.400000 0.00000000  0.00000000 28.00000  3.000000 31  3  3 10  9  2  0  0  1  3  0 31
43110 1995 11 3 61.00000 30  6.200000 0.00000000  0.00000000 30.00000  0.000000 30  0  1 13 15  1  0  0  0  0  0 30
43110 1995 12 3 60.00000 31  5.800000 0.00000000  0.00000000 31.00000  0.000000 31  0  2 15 13  1  0  0  0  0  0 31
43110 1996  1 3 69.00000 31  3.800000 0.00000000  0.00000000 28.00000  3.000000 31  1  5 17  3  1  0  0  1  3  0 31
43110 1996  2 3 58.00000 29  4.800000 0.00000000  0.00000000 29.00000  0.000000 29  3  5 14  5  0  1  0  1  0  0 29
43110 1996  3 3 69.00000 31  3.800000 0.00000000  0.00000000 29.00000  2.000000 31  4  3  8  9  5  0  0  0  2  0 31
43110 1996  4 3 71.00000 30  5.300000 0.00000000  0.00000000 29.00000  1.000000 30  6  6  5  4  0  0  0  8  1  0 30
43110 1996  5 3 72.00000 31  6.000000 0.00000000  0.00000000 29.00000  2.000000 31  6  5  2  1  0  1  3 11  2  0 31
43110 1996  6 3 83.00000 30  5.800000 0.00000000  0.00000000 28.00000  2.000000 30  1  0  5  4  2  2 10  4  2  0 30
43110 1996  7 3 90.00000 31  6.300000 0.00000000  0.00000000 30.00000  1.000000 31  0  3  2  3  4  3 14  1  1  0 31
43110 1996  8 3 90.00000 31  5.200000 0.00000000  0.00000000 26.00000  5.000000 31  0  1  0  0  2  4 11  8  5  0 31
43110 1996  9 3 90.00000 30  3.000000 0.00000000  0.00000000 24.00000  6.000000 30  1  5  2  7  3  3  2  1  6  0 30
43110 1996 10 3 75.00000 31  7.200000 0.00000000  3.00000000 27.00000  1.000000 31  1  2 10 10  3  3  0  1  1  0 31
43110 1996 11 3 57.00000 30  6.900000 0.00000000  0.00000000 28.00000  2.000000 30  1  8 11  6  0  0  1  1  2  0 30
43110 1996 12 3 49.00000 31  9.100000 0.00000000  4.00000000 27.00000  0.000000 31  0  2 23  6  0  0  0  0  0  0 31
43110 1997  1 3 59.00000 31  5.800000 0.00000000  1.00000000 29.00000  1.000000 31  1  8 18  3  0  0  0  0  1  0 31
43110 1997  2 3 58.00000 28  5.500000 0.00000000  0.00000000 28.00000  0.000000 28  5  5  5  8  1  0  0  4  0  0 28
43110 1997  3 3 72.00000 31  4.600000 0.00000000  0.00000000 29.00000  2.000000 31  2  7  7 11  1  0  0  1  2  0 31
43110 1997  4 3 70.00000 30  6.100000 0.00000000  0.00000000 30.00000  0.000000 30  8  6  1  9  2  1  0  3  0  0 30
43110 1997  5 3 68.00000 31  7.400000 0.00000000  0.00000000 30.00000  1.000000 31 11  4  0  0  0  2  3 10  1  0 31
43110 1997  6 3 84.00000 30  7.400000 0.00000000  0.00000000 29.00000  1.000000 30  2  1  3  8  4  1  8  2  1  0 30
43110 1997  7 3 89.00000 31  9.000000 0.00000000  1.00000000 29.00000  1.000000 31  1  0  2  1  2  3 19  2  1  0 31
43110 1997  8 3 89.00000 31  8.300000 0.00000000  0.00000000 30.00000  1.000000 31  0  0  0  2  1  2 18  7  1  0 31
43110 1997  9 3 86.00000 30  5.600000 0.00000000  0.00000000 29.00000  1.000000 30  0  3  7 18  1  0  0  0  1  0 30
43110 1997 10 3 77.00000 31  5.600000 0.00000000  0.00000000 31.00000  0.000000 31  0  5  4 19  3  0  0  0  0  0 31
43110 1997 11 3 72.00000 30  5.400000 0.00000000  0.00000000 29.00000  1.000000 30  0  3 10 16  0  0  0  0  1  0 30
43110 1997 12 3 77.00000 31  5.300000 0.00000000  1.00000000 26.00000  4.000000 31  1  6  8 12  0  0  0  0  4  0 31
43110 1998  1 3 66.00000 31  5.400000 0.00000000  0.00000000 30.00000  1.000000 31  0  6 15  9  0  0  0  0  1  0 31
43110 1998  2 3 60.00000 28  5.600000 0.00000000  0.00000000 27.00000  1.000000 28  2  7 13  4  1  0  0  0  1  0 28
43110 1998  3 3 72.00000 31  5.100000 0.00000000  0.00000000 27.00000  4.000000 31  5  6  5 10  0  0  1  0  4  0 31
43110 1998  4 3 70.00000 30  5.700000 0.00000000  0.00000000 29.00000  1.000000 30 14  4  0  2  1  1  1  6  1  0 30
43110 1998  5 3 71.00000 31  4.100000 0.00000000  0.00000000 26.00000  5.000000 31  2  3  2  4  4  4  3  4  5  0 31
43110 1998  6 3 82.00000 30  7.600000 0.00000000  2.00000000 21.00000  7.000000 30  1  2  2  8  4  0  4  2  7  0 30
43110 1998  7 3 88.00000 29  7.700000 0.00000000  0.00000000 23.00000  6.000000 29  0  2  1  3  0  0 14  3  6  0 29
43110 1998  8 3 90.00000 31  5.200000 0.00000000  0.00000000 25.00000  6.000000 31  1  0  2  4  2  1  9  6  6  0 31
43110 1998  9 3 89.00000 30  3.700000 0.00000000  0.00000000 19.00000 11.000000 30  1  0  3  8  1  1  1  4 11  0 30
43110 1998 10 3 85.00000 31  4.300000 0.00000000  0.00000000 25.00000  6.000000 31  1  2  4 13  3  0  1  1  6  0 31
43110 1998 11 3 68.00000 30  4.400000 0.00000000  0.00000000 25.00000  5.000000 30  0  1  6 15  3  0  0  0  5  0 30
43110 1998 12 3 46.00000 31  8.400000 0.00000000  2.00000000 28.00000  1.000000 31  0  0 20 10  0  0  0  0  1  0 31
43110 1999  1 3 59.00000 28  5.100000 0.00000000  0.00000000 25.00000  3.000000 28  0  6  8  9  1  0  0  1  3  0 28
43110 1999  2 3 60.00000 27  4.300000 0.00000000  0.00000000 19.00000  8.000000 27  0  3 10  6  0  0  0  0  8  0 27
43110 1999  3 3 70.00000 28  3.300000 0.00000000  0.00000000 20.00000  8.000000 28  2  8  2  8  0  0  0  0  8  0 28
43110 1999  4 3 75.00000 26  5.100000 0.00000000  0.00000000 21.00000  5.000000 26  5  1  0  6  3  1  2  3  5  0 26
43110 1999  5 3 78.00000 26  4.800000 0.00000000  0.00000000 20.00000  6.000000 26  3  0  2  6  3  1  0  5  6  0 26
43110 1999  6 3 88.00000 30  4.700000 0.00000000  0.00000000 22.00000  8.000000 30  1  2  0  2  2  5  5  5  8  0 30
43110 1999  7 3 87.00000 31 11.155446 0.04901961  5.84313725 22.10784  2.156863  0  1  0  1  0  0  2 17  2  8  0 31
43110 1999  8 3 88.00000 29  9.899000 0.00990099  4.95049505 22.72277  2.881188  0  3  0  0  1  0  0 15  3  7  0 29
43110 1999  9 3 88.00000 29  2.500000 0.00000000  0.00000000 13.00000 12.000000 25  2  1  1  5  3  0  1  2 14  0 29
43110 1999 10 3 77.00000 30  3.700000 0.00000000  0.00000000 24.00000  6.000000 30  2  2  7  9  3  0  0  0  7  0 30
43110 1999 11 3 52.00000 28  6.500000 0.00000000  1.00000000 23.00000  4.000000 28  0  1 14  7  1  1  0  0  4  0 28
43110 1999 12 3 47.00000 31  8.300000 0.00000000  1.00000000 28.00000  2.000000 31  0  1 18 10  0  0  0  0  2  0 31
43110 2000  1 3 53.00000 29  7.900000 0.00000000  2.00000000 25.00000  2.000000 29  1  3 18  4  0  0  0  1  2  0 29
43110 2000  2 3 64.00000 28  5.700000 0.00000000  1.00000000 22.00000  5.000000 28  1 10  6  6  0  0  0  0  5  0 28
43110 2000  3 3 68.00000 31  3.900000 0.00000000  0.00000000 23.00000  8.000000 31  8  5  3  4  3  0  0  0  8  0 31
43110 2000  4 3 75.00000 30  5.000000 0.00000000  0.00000000 24.00000  6.000000 30  8  2  0  6  3  0  1  4  6  0 30
43110 2000  5 3 78.00000 31  4.100000 0.00000000  0.00000000 22.00000  9.000000 31  1  2  2  8  4  1  1  3  9  0 31
43110 2000  6 3 87.00000 29  5.400000 0.00000000  0.00000000 25.00000  4.000000 29  4  3  2  4  2  1  5  4  4  0 29
43110 2000  7 3 88.00000 31  6.500000 0.00000000  0.00000000 27.00000  4.000000 31  0  0  2  2  0  0 20  3  4  0 31
43110 2000  8 3 90.00000 31  6.000000 0.00000000  0.00000000 23.00000  8.000000 31  2  1  1  1  3  0  9  6  8  0 31
43110 2000  9 3 84.00000 30  4.300000 0.00000000  0.00000000 24.00000  6.000000 30  4  4  0  5  2  0  3  6  6  0 30
43110 2000 10 3 87.00000 30  3.600000 0.00000000  0.00000000 24.00000  6.000000 30  0  1  4 17  2  0  0  0  6  0 30
43110 2000 11 3 61.00000 30  5.600000 0.00000000  0.00000000 29.00000  1.000000 30  0  0 11 15  2  0  0  1  1  0 30
43110 2000 12 3 42.00000 31  6.700000 0.00000000  0.00000000 30.00000  1.000000 31  0  2 19  8  0  1  0  0  1  0 31
43110 2001  1 3 66.00000 31  3.800000 0.00000000  0.00000000 27.00000  4.000000 31  1  1 15 10  0  0  0  0  4  0 31
43110 2001  2 3 70.00000 28  3.500000 0.00000000  0.00000000 22.00000  6.000000 28  2  4  9  7  0  0  0  0  6  0 28
43110 2001  3 3 73.00000 31  3.900000 0.00000000  0.00000000 26.00000  5.000000 31  7 13  1  3  0  0  0  2  5  0 31
43110 2001  4 3 75.00000 30  4.000000 0.00000000  0.00000000 25.00000  5.000000 30  8  2  1  5  4  0  1  4  5  0 30
43110 2001  5 3 74.00000 31  4.900000 0.00000000  0.00000000 27.00000  4.000000 31  4  2  1  7  4  2  2  5  4  0 31
43110 2001  6 3 83.00000 30  6.100000 0.00000000  0.00000000 27.00000  3.000000 30  0  0  0  5  1  2 13  6  3  0 30
43110 2001  7 3 85.00000 31  7.100000 0.00000000  0.00000000 30.00000  1.000000 31  1  1  0  1  0  2 22  3  1  0 31
43110 2001  8 3 89.00000 31  5.200000 0.00000000  0.00000000 26.00000  5.000000 31  2  0  0  0  0  0 20  4  5  0 31
43110 2001  9 3 88.00000 30  3.700000 0.00000000  0.00000000 27.00000  3.000000 30  1  2  7 13  0  0  3  1  3  0 30
43110 2001 10 3 77.00000 31  3.000000 0.00000000  0.00000000 22.00000  9.000000 31  1  2  5  8  2  0  0  4  9  0 31
43110 2001 11 3 55.00000 30  5.200000 0.00000000  0.00000000 30.00000  0.000000 30  0  4 12 13  1  0  0  0  0  0 30
43110 2001 12 3 53.00000 31  5.500000 0.00000000  0.00000000 29.00000  2.000000 31  0  0 19 10  0  0  0  0  2  0 31
43110 2002  1 3 59.00000 31  6.000000 0.00000000  0.00000000 29.00000  2.000000 31  0  4 16  9  0  0  0  0  2  0 31
43110 2002  2 3 62.00000 27  3.200000 0.00000000  0.00000000 20.00000  7.000000 27  1  2 12  3  1  0  0  1  7  0 27
43110 2002  3 3 68.00000 31  4.000000 0.00000000  0.00000000 26.00000  5.000000 31  1  4 10  6  1  0  1  3  5  0 31
43110 2002  4 3 66.00000 30  3.400000 0.00000000  0.00000000 23.00000  7.000000 30  1  4  1 12  2  0  0  3  7  0 30
43110 2002  5 3 74.00000 31  5.000000 0.00000000  0.00000000 29.00000  2.000000 31  6  0  1  5  3  2  4  8  2  0 31
43110 2002  6 3 87.00000 30  4.900000 0.00000000  0.00000000 27.00000  3.000000 30  4  1  0  7  2  2  7  4  3  0 30
43110 2002  7 3 84.00000 31  7.200000 0.00000000  1.00000000 30.00000  0.000000 31  0  0  0  1  0  1 22  7  0  0 31
43110 2002  8 3 89.00000 31  5.700000 0.00000000  0.00000000 29.00000  2.000000 31  1  1  1  1  0  1 14 10  2  0 31
43110 2002  9 3 83.00000 30  2.600000 0.00000000  0.00000000 21.00000  9.000000 30  1  3  4  9  3  0  0  1  9  0 30
43110 2002 10 3 75.00000 31  3.400000 0.00000000  0.00000000 28.00000  3.000000 31  2  0  8 17  1  0  0  0  3  0 31
43110 2002 11 3 62.00000 30  5.200000 0.00000000  0.00000000 29.00000  1.000000 30  0  1 12 13  2  0  0  1  1  0 30
43110 2002 12 3 64.00000 31  4.800000 0.00000000  0.00000000 29.00000  2.000000 31  0  2 19  7  1  0  0  0  2  0 31
43110 2003  1 3 66.00000 31  4.400000 0.00000000  0.00000000 27.00000  4.000000 31  1  2 16  8  0  0  0  0  4  0 31
43110 2003  2 3 72.00000 28  2.900000 0.00000000  0.00000000 21.00000  7.000000 28  2  5  6  7  0  0  0  1  7  0 28
43110 2003  3 3 68.00000 31  2.500000 0.00000000  0.00000000 21.00000 10.000000 31  5  5  2  5  0  0  0  4 10  0 31
43110 2003  4 3 70.00000 30  3.000000 0.00000000  0.00000000 20.00000 10.000000 30  8  4  1  3  0  0  1  3 10  0 30
43110 2003  5 3 71.00000 31  5.600000 0.00000000  0.00000000 25.00000  6.000000 31 13  1  2  0  0  0  1  8  6  0 31
43110 2003  6 3 85.00000 30  5.700000 0.00000000  0.00000000 29.00000  1.000000 30  2  0  0  9  2  5  8  3  1  0 30
43110 2003  7 3 91.00000 31  4.700000 0.00000000  0.00000000 26.00000  5.000000 31  0  0  2  5  3  3 11  2  5  0 31
43110 2003  8 3 89.00000 31  5.700000 0.00000000  0.00000000 29.00000  2.000000 31  0  1  0  3  0  3 17  5  2  0 31
43110 2003  9 3 90.00000 30  3.100000 0.00000000  0.00000000 23.00000  7.000000 30  1  2  7  6  1  1  5  0  7  0 30
43110 2003 10 3 83.00000 31  3.700000 0.00000000  0.00000000 28.00000  3.000000 31  1  2 11 14  0  0  0  0  3  0 31
43110 2003 11 3 60.00000 30  5.400000 0.00000000  0.00000000 28.00000  2.000000 30  0  1 22  5  0  0  0  0  2  0 30
43110 2003 12 3 57.00000 31  6.300000 0.00000000  2.00000000 28.00000  1.000000 31  0  0 25  4  0  0  0  1  1  0 31
43110 2004  1 3 69.00000 31  3.800000 0.00000000  0.00000000 25.00000  6.000000 31  1  3 16  5  0  0  0  0  6  0 31
43110 2004  2 3 66.00000 29  3.200000 0.00000000  0.00000000 22.00000  7.000000 29  2  4 13  3  0  0  0  0  7  0 29
43110 2004  3 3 79.00000 31  3.000000 0.00000000  0.00000000 24.00000  7.000000 31  2  4  9  7  0  0  0  2  7  0 31
43110 2004  4 3 73.00000 30  4.000000 0.00000000  0.00000000 30.00000  0.000000 30  6  4  5  6  0  0  1  8  0  0 30
43110 2004  5 3 75.00000 31  4.500000 0.00000000  0.00000000 27.00000  4.000000 31  4  5  4  7  0  0  4  3  4  0 31
43110 2004  6 3 87.00000 30  8.200000 0.00000000  1.00000000 28.00000  1.000000 30  2  2  3  4  1  6 10  1  1  0 30
43110 2004  7 3 89.00000 31  6.200000 0.00000000  0.00000000 29.00000  2.000000 31  0  0  3  4  1  0 16  5  2  0 31
43110 2004  8 3 89.00000 31  6.900000 0.00000000  0.00000000 31.00000  0.000000 31  0  0  0  0  0  0 29  2  0  0 31
43110 2004  9 3 89.00000 30  3.800000 0.00000000  0.00000000 23.00000  7.000000 30  4  3  6  4  0  0  2  4  7  0 30
43110 2004 10 3 69.00000 31  5.100000 0.00000000  0.00000000 27.00000  4.000000 31  2  2 16  4  3  0  0  0  4  0 31
43110 2004 11 3 55.00000 30  6.900000 0.00000000  0.00000000 29.00000  1.000000 30  0  0 22  5  0  1  1  0  1  0 30
43110 2004 12 3 52.00000 31  7.600000 0.00000000  0.00000000 28.00000  3.000000 31  0  2 22  4  0  0  0  0  3  0 31
43110 2005  1 3 66.00000 31  4.500000 0.00000000  0.00000000 25.00000  6.000000 31  2  5 14  3  0  0  0  1  6  0 31
43110 2005  2 3 66.00000 28  3.800000 0.00000000  0.00000000 21.00000  7.000000 28  3  5  9  3  0  0  0  1  7  0 28
43110 2005  3 3 73.00000 31  3.100000 0.00000000  0.00000000 20.00000 11.000000 31  6  5  4  4  0  0  0  1 11  0 31
43110 2005  4 3 72.00000 30  4.000000 0.00000000  0.00000000 27.00000  3.000000 30  7  3  4  6  1  1  2  3  3  0 30
43110 2005  5 3 70.00000 31  6.000000 0.00000000  0.00000000 29.00000  2.000000 31 10  3  0  0  0  0  2 14  2  0 31
43110 2005  6 3 84.00000 30  6.500000 0.00000000  0.00000000 28.00000  2.000000 30  4  1  2  6  2  4  5  4  2  0 30
43110 2005  7 3 89.00000 31  9.000000 0.00000000  2.00000000 25.00000  4.000000 31  1  0  0  3  0  5 15  3  4  0 31
43110 2005  8 3 90.00000 31  8.100000 0.00000000  1.00000000 25.00000  5.000000 31  1  1  2  0  0  5 15  2  5  0 31
43110 2005  9 3 92.00000 29  4.400000 0.00000000  0.00000000 22.00000  7.000000 29  3  2  2  0  1  5  6  3  7  0 29
43110 2005 10 3 78.00000 31  3.200000 0.00000000  0.00000000 21.00000 10.000000 31  2  0 12  6  1  0  0  0 10  0 31
43110 2005 11 3 52.00000 29  5.500000 0.00000000  0.00000000 24.00000  5.000000 29  0  0 13 11  0  0  0  0  5  0 29
43110 2005 12 3 55.00000 31  6.900000 0.00000000  0.00000000 27.00000  4.000000 31  0  0 20  6  1  0  0  0  4  0 31
43110 2006  1 3 54.00000 26  6.000000 0.00000000  1.00000000 19.00000  6.000000 26  3  0 15  2  0  0  0  0  6  0 26
43110 2006  2 3 63.00000 26  3.400000 0.00000000  0.00000000 16.00000 10.000000 26  0  0 11  5  0  0  0  0 10  0 26
43110 2006  3 3 70.00000 31  2.700000 0.00000000  0.00000000 18.00000 13.000000 31  6  5  3  4  0  0  0  0 13  0 31
43110 2006  4 3 74.00000 30  5.000000 0.00000000  0.00000000 23.00000  7.000000 30 12  0  1  3  0  0  0  7  7  0 30
43110 2006  5 3 77.00000 29  4.700000 0.00000000  1.00000000 19.00000  9.000000 29  7  3  1  1  0  0  0  8  9  0 29
43110 2006  7 3 88.00000 31 12.900000 0.00000000  5.00000000 25.00000  1.000000 31  0  0  0  0  0  9 19  2  1  0 31
43110 2006  8 3 90.00000 30  7.900000 0.00000000  0.00000000 28.00000  2.000000 30  0  0  0  0  0  5 22  1  2  0 30
43110 2006  9 3 91.00000 29  2.600000 0.00000000  0.00000000 15.00000 14.000000 29  1  2  1  5  5  0  0  1 14  0 29
43110 2006 10 3 77.00000 31  2.800000 0.00000000  0.00000000 20.00000 11.000000 31  0  3  8  6  1  0  0  2 11  0 31
43110 2006 11 3 67.00000 29  4.700000 0.00000000  0.00000000 21.00000  8.000000 29  0  0 14  7  0  0  0  0  8  0 29
43110 2006 12 3 61.00000 31  5.200000 0.00000000  0.00000000 22.00000  9.000000 31  0  0 19  3  0  0  0  0  9  0 31
43110 2007  1 3 64.00000 31  4.000000 0.00000000  0.00000000 22.00000  9.000000 31  1  2 16  3  0  0  0  0  9  0 31
43110 2007  2 3 71.00000 28  2.700000 0.00000000  0.00000000 15.00000 13.000000 28  0  5  8  2  0  0  0  0 13  0 28
43110 2007  3 3 72.00000 28  2.500000 0.00000000  0.00000000 14.00000 14.000000 28  3  4  0  4  0  0  1  2 14  0 28
43110 2007  4 3 75.00000 28  1.800000 0.00000000  0.00000000 10.00000 18.000000 28  3  1  3  2  0  0  0  1 18  0 28
43110 2007  5 3 73.00000 30  2.400000 0.00000000  0.00000000 14.00000 16.000000 30  3  1  0  1  0  0  1  8 16  0 30
43110 2007  6 3 87.00000 30  7.300000 0.00000000  3.00000000 22.00000  5.000000 30  1  0  0 11  4  5  2  2  5  0 30
43110 2007  7 3 89.00000 31  7.000000 0.00000000  0.00000000 27.00000  4.000000 31  0  0  0  5  1  8 12  1  4  0 31
43110 2007  8 3 89.00000 31  8.600000 1.00000000  0.00000000 22.00000  8.000000 31  0  0  0  2  0  1 19  1  8  0 31
43110 2007  9 3 92.00000 29  3.100000 0.00000000  0.00000000 15.00000 14.000000 29  0  1  1  4  3  0  6  0 14  0 29
43110 2007 10 3 78.00000 30  2.400000 0.00000000  0.00000000 12.00000 18.000000 30  1  2  2  6  0  0  0  1 18  0 30
43110 2007 11 3 60.00000 30  6.000000 0.00000000  1.00000000 24.00000  5.000000 30  0  1 10 13  0  0  1  0  5  0 30
43110 2007 12 3 63.00000 30  3.500000 0.00000000  0.00000000 16.00000 14.000000 30  0  0  5 11  0  0  0  0 14  0 30
43193 1987  1 3 77.00000 31  0.600000 0.00000000  0.00000000  9.00000 22.000000 31  2  0  2  0  1  0  4  0 22  0 31
43193 1987  2 3 77.00000 28  1.200000 0.00000000  0.00000000 12.00000 16.000000 28  5  0  3  0  1  0  3  0 16  0 28
43193 1987  3 3 78.00000 31  1.800000 0.00000000  0.00000000 19.00000 12.000000 31  5  0  2  0  9  0  3  0 12  0 31
43193 1987  4 3 73.00000 30  2.800000 0.00000000  0.00000000 26.00000  4.000000 30  4  0  4  0 11  2  4  1  4  0 30
43193 1987  5 3 67.00000 31  3.600000 0.00000000  0.00000000 29.00000  2.000000 31  5  6  9  1  5  0  3  0  2  0 31
43193 1987  6 3 88.00000 30  3.400000 0.00000000  0.00000000 28.00000  2.000000 30  4  4  4  1  4  3  6  2  2  0 30
43193 1987  7 3 82.00000 22  5.600000 0.00000000  0.00000000 21.00000  1.000000 22  0  0  0  2  3  6  3  7  1  0 22
43193 1987  8 3 90.00000 31  2.500000 0.00000000  1.00000000 19.00000 11.000000 31  8  1  0  1  3  1  1  5 11  0 31
43193 1987  9 3 88.00000 30  1.300000 0.00000000  0.00000000 16.00000 14.000000 30  4  0  2  4  2  0  2  2 14  0 30
43193 1987 10 3 84.00000 31  0.900000 0.00000000  0.00000000 12.00000 19.000000 31  6  0  0  1  2  0  0  3 19  0 31
43193 1987 11 3 81.00000 30  1.000000 0.00000000  0.00000000 14.00000 16.000000 30  2  1  2  1  0  0  0  8 16  0 30
43193 1987 12 3 75.00000 31  1.000000 0.00000000  0.00000000 14.00000 17.000000 31  1  5  2  1  1  0  2  2 17  0 31
43193 1988  1 3 80.00000 31  0.100000 0.00000000  0.00000000  3.00000 28.000000 31  0  1  1  0  0  0  0  1 28  0 31
43193 1988  2 3 84.00000 29  0.500000 0.00000000  0.00000000  7.00000 22.000000 29  3  1  1  1  0  0  0  1 22  0 29
43193 1988  3 3 80.00000 31  1.400000 0.00000000  0.00000000 19.00000 12.000000 31  5  2  2  3  3  0  0  4 12  0 31
43193 1988  4 3 73.00000 30  2.800000 0.00000000  0.00000000 28.00000  2.000000 30  2  5  4  9  3  1  1  3  2  0 30
43193 1988  5 3 72.00000 30  3.700000 0.00000000  0.00000000 30.00000  0.000000 30  6  4  3  2  0  2  1 12  0  0 30
43193 1988  6 3 84.00000 30  4.300000 0.00000000  0.00000000 30.00000  0.000000 30  0  4  3  4  8  4  4  3  0  0 30
43193 1988  7 3 89.00000 31  6.300000 0.00000000  1.00000000 26.00000  4.000000 31  1  4  2  1  3  8  8  0  4  0 31
43193 1988  8 3 90.00000 31  4.000000 0.00000000  0.00000000 24.00000  7.000000 31  0  1  0  0  6  5  7  5  7  0 31
43193 1988  9 3 90.00000 30  2.800000 0.00000000  0.00000000 19.00000 11.000000 30  2  0  1  2  5  2  2  5 11  0 30
43193 1988 10 3 83.00000 31  1.400000 0.00000000  0.00000000 18.00000 13.000000 31  4  0  2  2  3  0  3  4 13  0 31
43193 1988 11 3 63.00000 30  2.000000 0.00000000  0.00000000 19.00000 11.000000 30  3  0  8  0  5  0  3  0 11  0 30
43193 1988 12 3 65.00000 31  1.500000 0.00000000  0.00000000 17.00000 14.000000 31  1  0  6  0  7  1  2  0 14  0 31
43193 1989  1 3 73.00000 31  1.000000 0.00000000  0.00000000 15.00000 16.000000 31  2  0  0  0 10  0  1  2 16  0 31
43193 1989  2 3 69.00000 28  1.600000 0.00000000  0.00000000 20.00000  8.000000 28  4  0  2  1  7  2  2  2  8  0 28
43193 1989  3 3 75.00000 31  1.800000 0.00000000  0.00000000 21.00000 10.000000 31  3  0  3  0  8  2  1  4 10  0 31
43193 1989  4 3 71.00000 30  2.600000 0.00000000  0.00000000 25.00000  5.000000 30  5  0  1  2  8  1  3  5  5  0 30
43193 1989  5 3 71.00000 31  3.800000 0.00000000  0.00000000 28.00000  3.000000 31  2  0  0  0  6  3 11  6  3  0 31
