INDEX YEAR MN HR RH NO1 MWS W1 W2 W3 W4 NO2 N NE E SE S SW W NW CA VA NO3
42943 1985 11 12 33 30  7.0 0  0 30  0 30  6 22  2 0 0  0  0  0  0  0 30
42943 1985 12 12 34 31  4.9 0  0 31  0 31  5 16  3 0 2  0  2  3  0  0 31
42943 1986  1 12 26 30  6.3 0  0 31  0 31  2 13  5 5 3  2  1  0  0  0 31
42943 1986  2 12 39 28  8.4 0  0 28  0 28  2  5  6 6 1  1  4  3  0  0 28
42943 1986  3 12 31 29  7.4 0  0 29  0 29  2  5  4 2 1  3  9  3  0  0 29
42943 1986  4 12 57  6 10.3 0  0  6  0  6  1  0  0 0 0  1  3  1  0  0  6
42943 1986  5 12 13 30 13.6 0  3 28  0 31  6  2  3 1 0  1  9  9  0  0 31
42943 1986  6 12 51 28 10.2 0  2 28  0 30  3  3  2 0 1  4 13  4  0  0 30
42943 1986  7 12 63 31 12.7 0  2 29  0 31  3  0  0 1 0  1 21  5  0  0 31
42943 1986  8 12 67 30 11.8 0  2 28  0 30  1  1  0 0 2  0 19  7  0  0 30
42943 1986  9 12 52 30  7.3 0  0 30  0 30  6  5  1 0 1  2  8  7  0  0 30
42943 1986 10 12 33 31  5.9 0  0 31  0 31  5 11  7 3 0  1  3  1  0  0 31
42943 1986 11 12 37 30  6.5 0  0 30  0 30  6 11  9 0 0  0  1  3  0  0 30
42943 1986 12 12 42 31  5.5 0  0 31  0 31  5 11  5 4 2  2  1  1  0  0 31
42943 1987  1 12 44 31  7.5 0  0 31  0 31  8 13  7 1 0  0  0  2  0  0 31
42943 1987  2 12 21 28  6.2 0  0 28  0 28  6  6  5 2 2  2  2  3  0  0 28
42943 1987  3 12 17 31  9.6 0  0 31  0 31  2  6  4 2 1  1 10  5  0  0 31
42943 1987  4 12 10 30 12.8 0  8 22  0 30  2  5  1 2 1  1 15  3  0  0 30
42943 1987  5 12 17 31 11.3 0  4 27  0 31  5  5  3 2 0  2  8  6  0  0 31
42943 1987  6 12 39 30 13.5 0  6 24  0 30  4  2  1 1 1  2 15  4  0  0 30
42943 1987  7 12 66 31 15.8 0 11 20  0 31  1  1  0 2 4  2 18  3  0  0 31
42943 1987  8 12 75 31 16.5 0 10 21  0 31  1  0  1 0 2  5 19  3  0  0 31
42943 1987  9 12 57 30 11.6 0  1 29  0 30  3  1  2 1 0  0 15  8  0  0 30
42943 1987 10 12 53 31  6.8 0  1 30  0 31  3  7 13 2 3  0  1  2  0  0 31
42943 1987 11 12 59 30  5.6 0  0 30  0 30  1 11 13 1 1  1  0  2  0  0 30
42943 1987 12 12 43 31  7.3 0  0 31  0 31  2 18  9 0 1  0  0  1  0  0 31
42943 1988  1 12 37 31  6.6 0  0 31  0 31  4  8  3 3 0  3  5  5  0  0 31
42943 1988  2 12 30 29  9.0 0  0 29  0 29  4  4  3 4 3  2  6  3  0  0 29
42943 1988  3 12 16 31 14.1 0  7 24  0 31  2  0  1 1 1  3 18  5  0  0 31
42943 1988  4 12 25 30 13.9 0  4 26  0 30  2  3  5 3 2  2  8  5  0  0 30
42943 1988  5 12 17 31 18.2 0 13 18  0 31  5  3  0 1 1  1 16  4  0  0 31
42943 1988  6 12 49 30 17.8 0 13 17  0 30  1  2  1 0 3  7 11  5  0  0 30
42943 1988  7 12 82 31 12.0 0  6 24  1  0  0  0  1 1 3  6 17  3  0  0 31
42943 1988  8 12 75 30 10.9 0  5 25  1  0  1  1  0 0 1  5 17  5  0  0 30
42943 1988  9 12 79 30  7.6 0  0 30  0 30  3  5  7 4 3  2  4  2  0  0 30
42943 1988 10 12 51 31  6.1 0  0 31  0 31  6 10  2 1 2  1  5  4  0  0 31
42943 1988 11 12 40 30  5.4 0  0 30  0 30  3 18  7 0 0  0  1  1  0  0 30
42943 1988 12 12 33 31  5.4 0  0 31  0 31  5 13  9 1 1  2  0  0  0  0 31
42943 1989  1 12 28 31  5.3 0  0 31  0 31  7  9  5 1 2  1  4  2  0  0 31
42943 1989  2 12 14 28  8.4 0  0 28  0 28  5  1  3 0 1  2 11  5  0  0 28
42943 1989  4 12 12 30 10.6 0  2 28  0 30  5  3  1 2 0  2 11  6  0  0 30
42943 1989  5 12 22 31 12.0 0  5 26  0 31  6  4  1 1 0  0 10  9  0  0 31
42943 1989  6 12 53 30 11.7 0  0  6  0  6  3  3  0 0 0  5 16  3  0  0 30
42943 1989  7 12 69 31 12.0 0  1 29  0 30  4  0  2 0 2  5 13  5  0  0 31
42943 1989  8 12 80 31 15.3 0  7 24  0 31  1  0  0 0 0  2 23  5  0  0 31
42943 1989  9 12 67 30  9.1 0  0 30  0 30  2  5  2 2 2  1 12  4  0  0 30
42943 1989 10 12 43 31  5.6 0  0 31  0 31  5 13  8 1 0  0  2  2  0  0 31
42943 1989 11 12 35 30  5.8 0  0 30  0 30  2 12 13 3 0  0  0  0  0  0 30
42943 1989 12 12 40 31  7.0 0  0 31  0 31  3 15  6 1 3  1  1  1  0  0 31
42943 1990  1 12 30 30  5.5 0  0 31  0 31  5 15  6 1 0  0  2  2  0  0 31
42943 1990  2 12 28 28  8.5 0  1 27  0 28  5  2  3 0 3  5  7  3  0  0 28
42943 1990  3 12 27 31 10.3 0  3 28  0 31  3  4  3 0 2  5 10  4  0  0 31
42943 1990  4 12 12 29 14.8 0  8 21  0 29  3  3  1 0 1  0 17  4  0  0 29
42943 1990  5 12 42 31 12.5 0  7 24  0 31  4  4  3 4 4  1  6  5  0  0 31
42943 1990  6 12 62 30 16.6 0 12 18  0 30  2  3  1 1 1  3 16  3  0  0 30
42943 1990  7 12 71 31 13.2 0  8 23  0 31  0  0  0 0 1  6 22  2  0  0 31
42943 1990  8 12 75 31 11.4 0  1 30  0 31  1  1  0 0 1  2 23  3  0  0 31
42943 1990  9 12 67 30  9.9 0  0 30  0 30  1  1  1 1 0  0 21  5  0  0 30
42943 1990 10 12 68 31  6.1 0  0 31  0 31  4 12  6 1 0  1  5  2  0  0 31
42943 1990 11 12 53 30  5.0 0  0 30  0 30  7 14  6 0 0  1  0  2  0  0 30
42943 1990 12 12 47 31  5.6 0  0 31  0 31  3 12 10 2 0  1  2  1  0  0 31
42943 1991  1 12 37 31  5.7 0  0 31  0 31  2 12  7 1 2  1  5  1  0  0 31
42943 1991  2 12 24 28  6.2 0  0 28  0 28  4  1  1 1 4  5 10  2  0  0 28
42943 1991  3 12 18 31  7.0 0  0 31  0 31  6  4  3 0 1  4 10  3  0  0 31
42943 1991  4 12 22 30  6.3 0  0 30  0 30  6  1  3 0 2  0 16  2  0  0 30
42943 1991  5 12 15 31 12.5 0  7 24  0 31  7  1  1 1 1  0 17  3  0  0 31
42943 1991  6 12 51 30 12.2 0  4 26  0 30  0  5  3 2 3  0 16  1  0  0 30
42943 1991  7 12 70 29 13.1 0  4 25  0 29  1  0  0 0 2  5 20  1  0  0 29
42943 1991  8 12 72 31 15.2 0 10 21  0 31  0  0  0 0 0  0 28  3  0  0 31
42943 1991  9 12 45 30  9.2 0  1 29  0 30  1  4  6 1 0  0 14  4  0  0 30
42943 1991 10 12 44 31  6.1 0  0 31  0 31  5 13 13 0 0  0  0  0  0  0 31
42943 1991 11 12 42 30  5.9 0  0 30  0 30  3 15  8 1 1  0  1  1  0  0 30
42943 1991 12 12 38 31  5.7 0  0 31  0 31  2 11  9 0 2  1  4  2  0  0 31
42943 1992  1 12 26 31  5.9 0  0 31  0 31  2  9  7 2 3  1  5  2  0  0 31
42943 1992  2 12 17 29  6.9 0  0 29  0 29  4  0  3 0 0  1 16  5  0  0 29
42943 1992  3 12 12 31 11.2 0  1 30  0 31  2  0  1 2 1  2 17  6  0  0 31
42943 1992  4 12 13 30  8.8 0  0 30  0 30  0  3  4 2 1  1 15  4  0  0 30
42943 1992  5 12 17 31 16.1 0 10 21  0 31  6  3  1 0 4  2 12  3  0  0 31
42943 1992  6 12 40 30 11.7 0  5 25  0 30  1  3  1 1 1  1 20  2  0  0 30
42943 1992  7 12 54 30 13.2 0  8 22  0 30  0  0  2 1 3  4 20  0  0  0 30
42943 1992  8 12 77 31 16.8 0 14 17  0 31  0  0  1 1 2  3 18  6  0  0 31
42943 1992  9 12 60 30 11.8 0  4 26  0 30  4  2  4 1 0  2 14  3  0  0 30
42943 1992 10 12 44 31  8.1 0  1 30  0 31  5 10  4 0 2  0  8  2  0  0 31
42943 1992 11 12 47 30  7.6 0  0 30  0 30  1 12 14 2 1  0  0  0  0  0 30
42943 1992 12 12 28 31  6.1 0  0 31  0 31  4 11 15 1 0  0  0  0  0  0 31
42943 1993  1 12 23 31  6.3 0  0 31  0 31  5  2  7 0 1  3  9  4  0  0 31
42943 1993  2 12 18 26  8.0 0  2 24  0 26  8  4  6 1 2  0  4  1  0  0 26
42943 1993  3 12 30 31  9.5 0  0 31  0 31  1  4  4 2 2  1 14  3  0  0 31
42943 1993  4 12 16 30 11.0 0  1 29  0 30  2  0  1 0 5  2 14  6  0  0 30
42943 1993  5 12 22 30 16.1 0 12 18  0 30  3  0  1 0 1  1 21  3  0  0 30
42943 1993  6 12 52 29 18.1 0 15 14  0 29  3  1  5 1 2  3 12  2  0  0 29
42943 1993  7 12 75 31 12.2 0  6 25  0 31  0  0  1 3 0  4 21  2  0  0 31
42943 1993  8 12 77 31  9.4 0  2 29  0 31  0  0  0 0 0  1 26  4  0  0 31
42943 1993  9 12 69 30  6.9 0  0 29  1 30  0  1  1 0 4  0 17  6  1  0 30
42943 1993 10 12 70 29  6.0 0  0 30  0 30  8  6 12 0 2  0  0  2  0  0 30
42943 1993 11 12 39 30  5.3 0  0 30  0 30  3  9 17 1 0  0  0  0  0  0 30
42943 1993 12 12 58 30  4.6 0  0 30  0 30  2 12 15 0 0  0  0  1  0  0 30
42943 1994  1 12 47 31  5.0 0  0 31  0 31  5 14  5 2 1  0  4  0  0  0 31
42943 1994  2 12 39 28  5.9 0  0 28  0 28  5  4  4 0 4  0  8  3  0  0 28
42943 1994  3 12 19 31  5.3 0  0 31  0 31  5  7  1 2 1  0 13  2  0  0 31
42943 1994  4 12 25 30  8.3 0  0 30  0 30  0  3  5 2 3  1 15  1  0  0 30
42943 1994  5 12 22 30 10.2 0  3 27  0 30  1  0  1 2 2  3 19  2  0  0 30
42943 1994  6 12 57 30  8.1 0  1 29  0 30  0  1  3 3 5  1 14  3  0  0 30
42943 1994  7 12 79 30  7.0 0  0 30  0 30  1  0  0 0 2  0 25  2  0  0 30
42943 1994  8 12 81 31  7.4 0  0 31  0 31  0  0  0 1 2  0 25  3  0  0 31
42943 1994  9 12 58 30  6.1 0  0 30  0 30  7  0  1 0 5  0 14  3  0  0 30
42943 1994 10 12 52 31  5.6 0  0 31  0 31  3  9 17 0 1  0  0  1  0  0 31
42943 1994 11 12 51 30  5.8 0  0 30  0 30  2  2 24 1 0  0  0  1  0  0 30
42943 1994 12 12 31 31  5.2 0  0 31  0 31  2 12 12 0 3  0  1  1  0  0 31
42943 1995  1 12 44 30  7.0 0  0 30  0 30  6  6 11 1 2  1  2  1  0  0 30
42943 1995  2 12 34 28  7.0 0  0 28  0 28  2  5  5 2 1  2  8  3  0  0 28
42943 1995  3 12 37 31  8.5 0  1 30  0 31  4  2  8 3 3  0 11  0  0  0 31
42943 1995  4 12 27 29  7.7 0  0 29  0 29  4  1  5 2 3  1  9  4  0  0 29
42943 1995  5 12 42 31  8.2 0  1 30  0 31  4  3  8 2 3  0  7  4  0  0 31
42943 1995  6 12 44 30 10.2 0  2 28  0 30  2  0  1 1 6  2 17  1  0  0 30
42943 1995  7 12 67 31  6.9 0  0 31  0 31  0  1  1 0 7  4 17  1  0  0 31
42943 1995  8 12 67 31  6.5 0  0 31  0 31  3  0  0 0 0  0 26  2  0  0 31
42943 1995  9 12 67 30  4.6 0  0 29  1 30  8  0  3 0 0  0 14  4  1  0 30
42943 1995 10 12 60 31  5.0 0  0 30  1 31  5  9 13 1 1  0  1  0  1  0 31
42943 1995 11 12 43 30  4.8 0  0 30  0 30  2  3 23 1 0  0  1  0  0  0 30
42943 1995 12 12 42 31  5.2 0  0 31  0 31  4  3 13 4 5  0  2  0  0  0 31
42943 1996  1 12 36 31  5.3 0  0 31  0 31  8  4  3 2 7  1  6  0  0  0 31
42943 1996  2 12 24 29  5.2 0  0 29  0 29  8  2  5 1 5  0  7  1  0  0 29
42943 1996  3 12 18 31  5.6 0  0 31  0 31  9  1  5 0 2  0 12  2  0  0 31
42943 1996  4 12 27 30  5.4 0  0 30  0 30  7  0  5 0 4  2 10  2  0  0 30
42943 1996  5 12 29 31  8.6 0  2 29  0 31  4  1  2 0 1  0 21  2  0  0 31
42943 1996  6 12 30 30 13.8 0 11 19  0 30  2  0  5 1 2  0 18  2  0  0 30
42943 1996  7 12 69 31  7.6 0  2 29  0 31  2  1  2 1 7  1 16  1  0  0 31
42943 1996  8 12 79 31  6.6 0  1 30  0 31  2  1  1 0 2  1 22  2  0  0 31
42943 1996  9 12 69 28  5.6 0  0 28  0 28  4  2  2 0 3  0  9  8  0  0 28
42943 1996 12 12 40 31  4.7 0  0 31  0 31  2 10 19 0 0  0  0  0  0  0 31
42943 1997  2 12 21 28  5.5 0  0 28  0 28  7  1  1 0 2  0 15  2  0  0 28
42943 1997  3 12 20 31  6.0 0  0 31  0 31  8  1  2 0 4  0 16  0  0  0 31
42943 1997  4 12 57  1 10.3 0  0  1  0  1  0  0  1 0 0  0  0  0  0  0  1
42943 1997  6 12 72  1 11.7 0  0  1  0  1  0  0  0 0 1  0  0  0  0  0  1
42943 1997  9 12 73 28  5.4 0  0 28  0 28  3  0  0 0 6  0 18  1  0  0 28
42943 1997 10 12 58 31  5.6 0  0 31  0 31  8  1  8 0 3  0 10  1  0  0 31
42943 1997 11 12 62 30  5.4 0  0 30  0 30  7  6 12 0 4  0  0  1  0  0 30
42943 1998  1 12 47 30  5.2 0  0 30  0 30 13  6  6 0 3  1  1  0  0  0 30
42943 1998  2 12 34 28  5.4 0  0 28  0 28  5  5  4 0 5  1  7  1  0  0 28
42943 1998  3 12 31 31  5.8 0  0 31  0 31  8  5  5 1 4  0  8  0  0  0 31
42943 1998  4 12 18 30  6.0 0  0 30  0 30  5  2  3 1 2  0 13  4  0  0 30
42943 1998  5 12 23 29  7.1 0  0 29  0 29  2  3  5 1 3  0 13  2  0  0 29
42943 1998  6 12 49 30  5.8 0  0 30  0 30  1  0  4 1 7  0 17  0  0  0 30
42943 1998  7 12 78 31  5.2 0  0 31  0 31  2  0  4 1 3  0 20  0  0  0 30
42943 1998  8 12 76 31  5.9 0  1 30  0 31  1  0  2 0 5  0 23  0  0  0 31
42943 1998  9 12 77 30  5.1 0  0 30  0 30  7  0  4 1 4  0 12  2  0  0 30
42943 1998 10 12 63 31  5.2 0  0 31  0 31  7  0 13 0 3  0  7  1  0  0 31
42943 1998 11 12 54 30  4.7 0  0 30  0 30  5  4 18 0 0  0  3  0  0  0 30
42943 1998 12 12 32 31  4.3 0  0 31  0 31 13  3 15 0 0  0  0  0  0  0 31
42943 1999  1 12 28 31  4.8 0  0 31  0 31 10  3 12 1 2  0  3  0  0  0 31
42943 1999  2 12 34 28  5.0 0  0 28  0 28  7  0 17 0 2  0  2  0  0  0 28
42943 1999  3 12 17 31  4.9 0  0 31  0 31  6  0  9 0 2  0 14  0  0  0 31
42943 1999  4 12 16 30  5.6 0  0 30  0 30 13  0  5 0 1  0 11  0  0  0 30
42943 1999  5 12 34 31  6.5 0  0 31  0 31  3  0  1 0 4  0 22  1  0  0 31
42943 1999  6 12 53 28  7.7 0  0 28  0 28  0  0  0 0 2  0 26  0  0  0 28
42943 1999  7 12 77 31  6.5 0  0 31  0 31  4  0  0 0 3  0 24  0  0  0 31
42943 1999  8 12 79 31  6.3 0  0 31  0 31  2  0  0 0 2  0 27  0  0  0 31
42943 1999  9 12 82 30  6.1 0  0 29  0 29  4  0  3 0 2  0 20  1  0  0 30
42943 1999 10 12 64 31  4.5 0  0 31  0 31  7  1  9 0 6  0  8  0  0  0 31
42943 1999 11 12 38 30  4.1 0  0 30  0 30  7  0 20 0 0  0  2  1  0  0 30
42943 1999 12 12 47 31  4.5 0  0 31  0 31  8  3 17 0 1  0  2  0  0  0 31
42943 2000  1 12 42 31  4.7 0  0 31  0 31 11  1 12 0 2  0  5  0  0  0 31
42943 2000  2 12 41 29  4.9 0  0 29  0 29  7  2  5 0 8  0  7  0  0  0 29
42943 2000  3 12 31 31  5.7 0  0 31  0 31 10  0  1 0 3  0 15  2  0  0 31
42943 2000  4 12 23 30  6.8 0  1 29  0 30  8  1  3 1 3  0 14  0  0  0 30
42943 2000  5 12 37 30  7.3 0  0 30  0 30  2  1  1 0 6  0 19  1  0  0 30
42943 2000  6 12 62 28  6.0 0  0 28  0 28  3  0  3 0 5  0 17  0  0  0 28
42943 2000  7 12 73 29  5.5 0  0 29  0 29  0  0  0 0 3  0 25  1  0  0 29
42943 2000  8 12 71 31  5.4 0  0 31  0 31  1  0  3 0 1  0 23  3  0  0 31
42943 2000  9 12 60 30  4.5 0  0 30  0 30  0  2  5 0 2  1 19  0  0  0 29
42943 2000 10 12 45 31  4.2 0  0 31  0 31  3  4  9 0 4  0  8  3  0  0 31
42943 2000 11 12 37 30  4.0 0  0 30  0 30  4  9 14 0 1  0  1  1  0  0 30
42943 2000 12 12 31 31  4.1 0  0 31  0 31  4 12 14 1 0  0  0  0  0  0 31
42943 2001  1 12 37 31  4.1 0  0 31  0 31  8  6  7 1 3  0  5  1  0  0 31
42943 2001  2 12 20 28  4.7 0  0 28  0 28  3  4  2 0 2  0 14  3  0  0 28
42943 2001  3 12 24 31  5.3 0  0 31  0 31  1  2  3 1 5  0 18  1  0  0 31
42943 2001  4 12 30 30  4.7 0  0 30  0 30 10  1  5 1 7  0  6  0  0  0 30
42943 2001  5 12 24 31  6.6 0  1 30  0 31  1  0  3 0 2  0 23  2  0  0 31
42943 2001  6 12 57 30  7.0 0  0 30  0 30  3  0  1 0 2  1 23  0  0  0 30
42943 2001  7 12 64 30  5.6 0  0 30  0 30  1  0  1 0 0  0 28  0  0  0 30
42943 2001  8 12 77 31  5.8 0  0 31  0 31  0  0  0 0 1  0 30  0  0  0 31
42943 2001  9 12 55 29  4.4 0  0 30  0 30  6  0  5 0 0  0 15  4  0  0 30
42943 2001 10 12 61 31  4.4 0  0 31  0 31 10  1  9 0 1  0 10  0  0  0 31
42943 2001 11 12 40 30  4.2 0  0 30  0 30  5  8 15 0 1  0  1  0  0  0 30
42943 2001 12 12 31 31  4.0 0  0 31  0 31  5 12 13 0 0  0  0  1  0  0 31
42943 2002  1 12 35 31  4.4 0  0 31  0 31  2  6 11 0 4  0  8  0  0  0 31
42943 2002  2 12 33 28  4.6 0  0 28  0 28  6  3 11 0 6  1  1  0  0  0 28
42943 2002  3 12 21 31  4.7 0  0 31  0 31 10  2  5 1 2  0 10  1  0  0 31
42943 2002  4 12 19 29  5.0 0  0 29  0 29  5  1  2 0 5  0 14  2  0  0 29
42943 2002  6 12 46 30  5.6 0  0 30  0 30  2  2  2 0 5  0 18  1  0  0 30
42943 2002  7 12 53 30  5.1 0  0 30  0 30  0  0  0 0 0  0 30  0  0  0 30
42943 2002  8 12 80 30  5.2 0  0 30  0 30  1  0  0 0 2  0 27  0  0  0 30
42943 2002  9 12 65 30  4.8 0  0 30  0 30  0  0  3 0 0  0 26  1  0  0 30
42943 2002 10 12 46 30  4.5 0  0 30  0 30  7  8 10 0 1  0  4  0  0  0 30
42943 2002 11 12 34 30  4.1 0  0 30  0 30  7  6 16 0 0  0  1  0  0  0 30
42943 2002 12 12 37 31  4.3 0  0 31  0 31  9  1 10 0 5  0  4  2  0  0 31
42943 2003  1 12 36 31  4.2 0  0 31  0 31  3  0 21 1 2  0  4  0  0  0 31
42943 2003  2 12 29 28  4.3 0  0 28  0 28  7  0  9 0 8  0  4  0  0  0 28
42943 2003  3 12 25 31  4.5 0  0 31  0 31  6  4  6 0 3  0 12  0  0  0 31
42943 2003  4 12 27 30  4.8 0  0 30  0 30  3  1  4 1 5  0 16  0  0  0 30
42943 2003  5 12 21 31  5.0 0  0 31  0 31  0  0  4 0 2  1 20  4  0  0 31
42943 2003  6 12 46 30  5.1 0  0 30  0 30  0  0  0 0 5  0 23  2  0  0 30
42943 2003  7 12 77 30  4.2 0  0 30  0 30  0  0  0 0 9  0 20  1  0  0 30
42943 2003  8 12 80 31  4.4 0  0 31  0 31  0  0  0 0 0  0 31  0  0  0 31
42943 2003  9 12 76 29  4.7 0  0 29  0 29  0  0  1 0 2  0 26  0  0  0 29
42943 2003 10 12 58 31  4.1 0  0 31  0 31 10  4  7 0 1  0  9  0  0  0 31
42943 2003 11 12 44 30  4.0 0  0 30  0 30  2  3 19 0 5  0  1  0  0  0 30
42943 2003 12 12 39 31  4.1 0  0 31  0 31  2  4 23 0 2  0  0  0  0  0 31
42943 2004  1 12 45 31  4.3 0  0 31  0 31  2  5 16 0 7  0  1  0  0  0 31
42943 2004  2 12 34 29  4.2 0  0 29  0 29  2  6 16 0 2  0  2  1  0  0 29
42943 2004  3 12 22 31  4.1 0  0 31  0 31  7  1 12 0 1  0 10  0  0  0 31
42943 2004  4 12 21 29  5.3 0  0 29  0 29  4  0  1 1 3  0 19  1  0  0 29
42943 2004  5 12 31 31  5.2 0  0 31  0 31  6  1  8 0 2  1 13  0  0  0 31
42943 2004  6 12 50 30  4.7 0  0 30  0 30  1  0  1 0 5  0 22  1  0  0 30
42943 2004  7 12 64 29  4.7 0  0 29  0 29  0  0  0 0 1  0 28  0  0  0 29
42943 2004  8 12 75 31  4.3 0  0 31  0 31  0  0  0 0 0  0 30  1  0  0 31
42943 2004  9 12 65 30  4.2 0  0 30  0 30  0  0  3 0 3  0 23  1  0  0 30
42943 2004 10 12 50 31  4.1 0  0 31  0 31  2  4 18 0 0  0  6  1  0  0 31
42943 2004 11 12 40 30  4.0 0  0 30  0 30  1  6 20 0 3  0  0  0  0  0 30
42943 2004 12 12 34 31  4.0 0  0 31  0 31  3  8 18 0 1  0  0  1  0  0 31
42943 2005  1 12 42 31  4.5 0  0 31  0 31  2  7 17 0 1  0  2  2  0  0 31
42943 2005  2 12 33 28  4.7 0  0 28  0 28  3  3  6 3 4  0  6  3  0  0 28
42943 2005  3 12 22 31  4.3 0  0 31  0 31  2  4  6 3 3  0 10  3  0  0 31
42943 2005  4 12 23 30  4.1 0  0 30  0 30  2  3  6 1 6  0 11  1  0  0 30
42943 2005  5 12 18 31  4.9 0  0 31  0 31  0  1  5 0 3  0 21  1  0  0 31
42943 2005  6 12 36 30  4.6 0  0 28  2 30  0  1  1 0 1  0 23  2  2  0 30
42943 2005  7 12 75 31  5.3 0  0 31  0 31  1  0  1 0 2  0 26  1  0  0 31
42943 2005  8 12 74 31  4.5 0  0 31  0 31  1  1  0 0 0  0 28  1  0  0 31
42943 2005  9 12 69 30  4.8 0  0 30  0 30  6  0  1 0 3  1 19  0  0  0 30
42943 2005 10 12 55 31  4.1 0  0 31  0 31  8  5  6 2 0  0  9  1  0  0 31
42943 2005 11 12 31 30  4.1 0  0 30  0 30  2  4  9 1 0  0 14  0  0  0 30
42943 2005 12 12 33 31  4.0 0  0 31  0 31  1  8 10 0 0  0 12  0  0  0 31
43001 1988  1 12 69 31  6.5 0  0 29  2 31 10  0  0 0 0  0  0 19  2  0 31
43001 1988  2 12 60 29  9.1 0  0 28  1 29  3  0  0 0 0  0  5 20  1  0 29
43001 1988  3 12 56 31 11.6 0  0 31  0 31  2  0  0 0 0  2  8 19  0  0 31
43001 1988  4 12 63 30 12.6 0  4 26  0 30  1  0  0 0 0  5 15  9  0  0 30
43001 1988  5 12 63 31 14.3 0  4 27  0 31  0  0  0 0 0 13 17  1  0  0 31
43001 1988  6 12 71 30 13.3 0  8 20  2 30  1  0  0 4 0 17  6  0  2  0 30
43001 1988  7 12 85 31 19.4 0 16 15  0 31  0  0  0 2 0 21  8  0  0  0 31
43001 1988  8 12 82 31 14.1 0  7 24  0 31  0  0  0 2 1 17 10  1  0  0 31
43001 1988  9 12 80 30 11.4 0  4 26  0 30  1  0  1 2 1  7  9  9  0  0 30
43001 1988 10 12 68 31  8.1 0  0 31  0 31  5  0  0 0 0  3  4 19  0  0 31
43001 1988 11 12 61 30  6.4 0  0 30  0 30 14  1  0 0 0  0  2 13  0  0 30
43001 1988 12 12 65 31  6.9 0  0 30  1 31 14  0  0 0 0  0  0 16  1  0 31
43001 1989  1 12 62 31  7.6 0  0 30  1 31 11  0  0 0 0  1  0 18  1  0 31
43001 1989  2 12 60 28  8.5 0  0 28  0 28  6  0  0 0 0  0  0 22  0  0 28
43001 1989  3 12 62 31  9.6 0  1 30  0 31  3  0  0 0 1  0  7 20  0  0 31
43001 1989  4 12 60 30 12.2 0  1 29  0 30  1  0  0 0 0  6 14  9  0  0 30
43001 1989  5 12 54 31 17.2 0 10 21  0 31  0  0  0 0 0 18  9  4  0  0 31
43001 1989  6 12 74 30 13.3 0  2 28  0 30  0  1  0 2 4 19  4  0  0  0 30
43001 1989  7 12 82 31 19.1 0 18 12  1 31  0  0  0 0 0 20  8  2  1  0 31
43001 1989  8 12 84 31 18.3 0 14 16  1 31  0  0  0 0 0 19 11  0  1  0 31
43001 1989  9 12 74 30  9.5 0  2 24  4 30  1  0  0 0 0 10 12  3  4  0 30
43001 1989 10 12 70 31  5.0 0  0 22  9 31  3  0  0 0 0  0  5 14  9  0 31
